Municipality,County,Year,Electric Utility,Residential Electricity,Commercial Electricity,Industrial Electricity,Street Lighting Electricity,Total Electricity (kWh),Natural Gas Utility,Residential Natural Gas,Commercial Natural Gas,Industrial Natural Gas,Street Lighting Natural Gas,Total Natural Gas (Therms)
New Hanover Township,Burlington,2018,JCPL,"14,798,550","161,123,422",NDA,"129,518","176,051,490",PSEG,"754,176","7,793,977",NDA,NDA,"8,548,153"
New Hanover Township,Burlington,2019,JCPL,"14,177,423","147,498,277",NDA,"103,092","161,778,792",PSEG,"714,792","7,884,657",NDA,NDA,"8,599,449"
New Hanover Township,Burlington,2020,JCPL,"13,491,371","136,410,695",NDA,"103,092","150,005,158",PSEG,"624,135","6,916,298",NDA,NDA,"7,540,433"
New Hanover Township,Burlington,2021,JCPL,"14,084,871","143,992,115",NDA,"103,092","158,180,078",PSEG,"673,143","6,950,585",NDA,NDA,"7,623,728"
New Hanover Township,Burlington,2022,JCPL,"14,002,095","139,688,134",NDA,NDA,"153,690,229",PSEG,"643,935","7,088,775",NDA,NDA,"7,732,710"
North Hanover Township,Burlington,2016,PSEG/JCPL,NDA,NDA,NDA,184,184,PSEG,"55,159","20,891",NDA,NDA,"76,050"
North Hanover Township,Burlington,2017,PSEG/JCPL,NDA,NDA,NDA,163,163,PSEG,"62,441","24,427",NDA,NDA,"86,868"
North Hanover Township,Burlington,2018,PSEG/JCPL,"18,150,662","7,063,713",NDA,"83,598","25,297,973",PSEG,"76,705","31,687",NDA,NDA,"108,392"
North Hanover Township,Burlington,2019,PSEG/JCPL,"17,521,863","6,919,592",NDA,"78,466","24,519,921",PSEG,"82,899","49,733",NDA,NDA,"132,632"
North Hanover Township,Burlington,2020,PSEG/JCPL,"17,614,768","7,080,004",NDA,"78,471","24,773,243",PSEG,"78,848","70,408",NDA,NDA,"149,256"
North Hanover Township,Burlington,2021,PSEG/JCPL,"17,976,100","6,503,222",NDA,"78,471","24,557,793",PSEG,"84,873","76,257",NDA,NDA,"161,130"
North Hanover Township,Burlington,2022,PSEG/JCPL,"18,103,995","6,558,259",NDA,184,"24,662,438",PSEG,"88,165","76,477",NDA,NDA,"164,643"
Palmyra Borough,Burlington,2016,PSEG,"24,410,266","11,893,736","2,433,458","508,635","39,246,095",PSEG,"1,651,285","596,489","79,952","4,521","2,332,248"
Palmyra Borough,Burlington,2017,PSEG,"24,475,233","11,625,118","2,551,266","461,257","39,112,874",PSEG,"1,855,840","661,462","77,156","4,123","2,598,582"
Palmyra Borough,Burlington,2018,PSEG,"26,629,452","11,768,266","2,424,646","562,591","41,384,955",PSEG,"2,140,967","715,150","85,774","4,943","2,946,834"
Palmyra Borough,Burlington,2019,PSEG,"25,573,924","11,265,636","2,391,445","497,351","39,728,356",PSEG,"1,956,080","653,949","75,732","4,148","2,689,910"
Palmyra Borough,Burlington,2020,PSEG,"25,889,246","10,372,680","1,891,361","522,736","38,676,023",PSEG,"1,819,923","536,493","73,657","4,521","2,434,594"
Palmyra Borough,Burlington,2021,PSEG,"26,219,519","10,734,238","1,983,176","522,893","39,459,826",PSEG,"1,866,438","633,459","71,650","4,533","2,576,080"
Palmyra Borough,Burlington,2022,PSEG,"26,187,779","10,657,867","2,086,259","522,897","39,454,802",PSEG,"2,014,258","658,289","86,489","4,533","2,763,570"
Pemberton Borough,Burlington,2016,MEU/JCPL,NDA,NDA,NDA,NDA,NDA,PSEG,"345,476","105,721","1,912",NDA,"453,109"
Pemberton Borough,Burlington,2017,MEU/JCPL,NDA,NDA,NDA,NDA,NDA,PSEG,"362,334","107,329","1,760",NDA,"471,423"
Pemberton Borough,Burlington,2018,MEU/JCPL,"145,931","8,927,735",NDA,NDA,"9,073,666",PSEG,"434,077","135,352","2,348",NDA,"571,777"
Pemberton Borough,Burlington,2019,MEU/JCPL,"135,526","8,596,500",NDA,NDA,"8,732,026",PSEG,"416,759","138,217","1,338",NDA,"556,313"
Pemberton Borough,Burlington,2020,MEU/JCPL,"112,617","8,529,803",NDA,NDA,"8,642,420",PSEG,"375,964","122,325",855,NDA,"499,144"
Pemberton Borough,Burlington,2021,MEU/JCPL,"102,707","8,888,432",NDA,NDA,"8,991,139",PSEG,"417,602","142,115",988,NDA,"560,704"
Pemberton Borough,Burlington,2022,MEU/JCPL,"119,763","8,924,587",NDA,NDA,"9,044,350",PSEG,"413,449","137,391","1,212",NDA,"552,052"
Pemberton Township,Burlington,2016,PSEG/JCPL,"1,702,908","3,383,277",NDA,"59,982","5,146,167",PSEG,"3,810,626","1,826,846",NDA,"3,228","5,640,700"
Pemberton Township,Burlington,2017,PSEG/JCPL,"1,692,821","3,443,237",NDA,"60,274","5,196,332",PSEG,"3,989,915","1,770,346",NDA,"3,219","5,763,480"
Pemberton Township,Burlington,2018,PSEG/JCPL,"103,549,193","52,850,602","178,531","1,893,859","158,472,185",PSEG,"4,506,548","2,082,931","5,702",807,"6,595,989"
Pemberton Township,Burlington,2019,PSEG/JCPL,"99,509,549","51,371,677","164,148","1,896,606","152,941,980",PSEG,"4,379,700","1,847,908","4,012",NDA,"6,231,620"
Pemberton Township,Burlington,2020,PSEG/JCPL,"98,621,360","46,437,013","160,549","1,898,994","147,117,916",PSEG,"3,991,877","1,602,175","6,500",NDA,"5,600,552"
Pemberton Township,Burlington,2021,PSEG/JCPL,"102,749,601","45,889,931","181,560","1,900,867","150,721,959",PSEG,"4,412,583","1,708,947","7,024",NDA,"6,128,553"
Pemberton Township,Burlington,2022,PSEG/JCPL,"101,539,105","46,885,847","183,181","60,187","148,668,320",PSEG,"4,312,028","1,670,944","2,650",NDA,"5,985,622"
Riverside Township,Burlington,2016,PSEG,"24,396,663","10,528,464","7,717,783","434,598","43,077,508",PSEG,"1,816,296","544,012","176,995",NDA,"2,537,304"
Riverside Township,Burlington,2017,PSEG,"23,026,535","10,592,899","8,008,643","416,080","42,044,157",PSEG,"1,836,399","517,841","194,782",NDA,"2,549,022"
Riverside Township,Burlington,2018,PSEG,"24,635,216","15,032,080","3,641,337","446,059","43,754,692",PSEG,"2,121,107","679,157","131,878",NDA,"2,932,143"
Riverside Township,Burlington,2019,PSEG,"23,727,552","16,394,654","1,997,167","437,251","42,556,624",PSEG,"1,988,934","734,995","52,772",NDA,"2,776,701"
Riverside Township,Burlington,2020,PSEG,"23,991,786","12,681,584","1,890,984","440,271","39,004,625",PSEG,"1,855,478","569,794","41,926",NDA,"2,467,197"
Riverside Township,Burlington,2021,PSEG,"24,802,987","13,363,938","2,317,972","439,783","40,924,680",PSEG,"1,992,422","669,403","45,895",NDA,"2,707,720"
Riverside Township,Burlington,2022,PSEG,"25,201,921","13,165,077","2,417,514","435,032","41,219,544",PSEG,"2,068,810","663,103","37,237",NDA,"2,769,150"
Riverton Borough,Burlington,2016,PSEG,"9,895,866","3,547,412","145,624","114,784","13,703,686",PSEG,"898,534","252,375","1,710","19,660","1,172,278"
Riverton Borough,Burlington,2017,PSEG,"9,357,936","3,700,244","136,881","111,613","13,306,674",PSEG,"913,895","257,708","1,923","19,444","1,192,969"
Riverton Borough,Burlington,2018,PSEG,"9,851,939","3,592,734","127,128","116,620","13,688,421",PSEG,"1,003,021","248,508","1,980","19,822","1,273,330"
Riverton Borough,Burlington,2019,PSEG,"9,529,501","3,441,769","93,114","107,691","13,172,075",PSEG,"965,607","219,538","1,712","17,877","1,204,735"
Riverton Borough,Burlington,2020,PSEG,"9,852,462","3,250,347","106,923","117,820","13,327,552",PSEG,"903,082","206,194","1,645","19,876","1,130,797"
Riverton Borough,Burlington,2021,PSEG,"9,921,172","3,068,417","42,338","116,809","13,148,736",PSEG,"913,364","195,928","1,649","19,714","1,130,655"
Riverton Borough,Burlington,2022,PSEG,"9,857,683","3,164,831","32,261","116,812","13,171,587",PSEG,"986,214","207,138","1,600","19,714","1,214,665"
Shamong Township,Burlington,2016,ACE,"29,896,441","5,288,572","242,099","24,749","35,451,861",SJG,"2,543,958","605,849",NDA,NDA,"3,149,807"
Shamong Township,Burlington,2017,ACE,"28,566,259","5,288,912","201,267","24,749","34,081,187",SJG,"2,692,908","583,287",NDA,NDA,"3,276,195"
Shamong Township,Burlington,2018,ACE,"28,476,579","5,045,059","168,946","28,769","33,719,353",SJG,"2,878,852","635,083",NDA,NDA,"3,513,935"
Shamong Township,Burlington,2019,ACE,"28,405,801","5,199,017","173,520","33,510","33,811,848",SJG,"2,932,553","601,129",NDA,NDA,"3,533,682"
Shamong Township,Burlington,2020,ACE,"27,979,055","4,638,442","152,536","33,485","32,803,518",SJG,"2,674,926","567,116",NDA,NDA,"3,242,041"
Shamong Township,Burlington,2021,ACE,"28,487,033","5,091,097","115,751","33,510","33,727,391",SJG,"2,986,831","633,124",NDA,NDA,"3,619,956"
Shamong Township,Burlington,2022,ACE,"28,032,681","4,988,161","69,482","33,509","33,123,833",SJG,"3,012,535","669,718",NDA,NDA,"3,682,253"
Southampton Township,Burlington,2016,PSEG/JCPL/ACE,"50,353,331","11,854,794","804,904","766,540","63,779,569",PSEG/SJG,"979,117","232,730",NDA,NDA,"1,211,847"
Southampton Township,Burlington,2017,PSEG/JCPL/ACE,"49,045,535","12,112,610","811,069","622,391","62,591,605",PSEG/SJG,"1,072,489","231,539",NDA,NDA,"1,304,028"
Southampton Township,Burlington,2018,PSEG/JCPL/ACE,"62,263,640","13,108,366","832,057","795,375","76,999,438",PSEG/SJG,"1,200,398","282,726",NDA,NDA,"1,483,124"
Southampton Township,Burlington,2019,PSEG/JCPL/ACE,"61,741,034","12,894,253","835,273","808,645","76,279,205",PSEG/SJG,"1,217,465","270,902",NDA,NDA,"1,488,367"
Southampton Township,Burlington,2020,PSEG/JCPL/ACE,"56,890,350","11,552,922","803,189","809,082","70,055,543",PSEG/SJG,"1,100,871","230,778",NDA,NDA,"1,331,649"
Southampton Township,Burlington,2021,PSEG/JCPL/ACE,"58,516,714","12,137,370","798,889","811,899","72,264,872",PSEG/SJG,"1,208,927","256,383",NDA,NDA,"1,465,309"
Southampton Township,Burlington,2022,PSEG/JCPL/ACE,"57,214,842","12,325,574","795,721","766,258","71,102,395",PSEG/SJG,"1,232,130","261,474",NDA,NDA,"1,493,604"
Springfield Township,Burlington,2016,PSEG/JCPL,"10,657,470","6,385,726","341,174","236,182","17,620,552",PSEG,"277,312","167,615",NDA,NDA,"444,927"
Springfield Township,Burlington,2017,PSEG/JCPL,"10,235,487","6,255,820","321,694","225,364","17,038,365",PSEG,"280,596","188,630",NDA,NDA,"469,226"
Springfield Township,Burlington,2018,PSEG/JCPL,"16,590,973","9,539,343","373,596","296,375","26,800,287",PSEG,"317,790","165,047",NDA,NDA,"482,837"
Springfield Township,Burlington,2019,PSEG/JCPL,"15,926,088","9,213,980","361,959","299,280","25,801,307",PSEG,"297,363","91,514",NDA,NDA,"388,877"
Springfield Township,Burlington,2020,PSEG/JCPL,"16,086,748","8,773,967","363,637","299,940","25,524,292",PSEG,"276,501","72,644",NDA,NDA,"349,144"
Springfield Township,Burlington,2021,PSEG/JCPL,"16,406,658","8,924,859","398,190","299,509","26,029,216",PSEG,"297,793","75,335",NDA,NDA,"373,128"
Springfield Township,Burlington,2022,PSEG/JCPL,"16,310,633","9,408,346","385,451","236,952","26,341,382",PSEG,"296,777","77,148",NDA,NDA,"373,925"
Tabernacle Township,Burlington,2016,ACE,"34,602,492","12,420,282","433,331","67,616","47,523,721",SJG,"1,157,496","1,083,962",NDA,NDA,"2,241,458"
Tabernacle Township,Burlington,2017,ACE,"32,923,472","11,820,031","589,373","68,766","45,401,642",SJG,"1,234,530","1,074,845",NDA,NDA,"2,309,376"
Tabernacle Township,Burlington,2018,ACE,"34,488,882","12,338,967","566,616","69,014","47,463,479",SJG,"1,525,761","1,312,938",NDA,NDA,"2,838,699"
Tabernacle Township,Burlington,2019,ACE,"33,317,904","11,850,903","489,615","69,023","45,727,445",SJG,"1,574,729","1,180,540",NDA,NDA,"2,755,269"
Tabernacle Township,Burlington,2020,ACE,"33,698,166","10,565,639","624,531","69,002","44,957,338",SJG,"1,770,084","1,187,631",NDA,NDA,"2,957,714"
Tabernacle Township,Burlington,2021,ACE,"34,300,848","11,258,985","560,876","69,016","46,189,725",SJG,"2,071,549","1,314,017",NDA,NDA,"3,385,566"
Tabernacle Township,Burlington,2022,ACE,"34,249,771","12,207,240","289,012","69,014","46,815,037",SJG,"2,221,440","1,332,924",NDA,NDA,"3,554,363"
Washington Township,Burlington,2016,ACE,"3,103,992","2,664,249","183,002","9,179","5,960,422",NJNG,"96,174","134,419",CWC,NDA,"230,593"
Washington Township,Burlington,2017,ACE,"2,988,682","2,568,846","192,491","16,606","5,766,625",NJNG,"99,791","124,121",CWC,NDA,"223,912"
Washington Township,Burlington,2018,ACE,"3,185,251","2,628,819","198,933","16,967","6,029,970",NJNG,"113,829","138,224",CWC,NDA,"252,053"
Washington Township,Burlington,2019,ACE,"3,053,975","2,624,147","181,185","17,051","5,876,358",NJNG,"112,233","131,395",CWC,NDA,"243,628"
Washington Township,Burlington,2020,ACE,"3,080,681","2,564,803","188,868","16,947","5,851,299",NJNG,"110,976","115,194",CWC,NDA,"226,170"
Washington Township,Burlington,2021,ACE,"3,112,454","2,581,108","234,153","16,935","5,944,650",NJNG,"103,921","130,266",CWC,NDA,"234,187"
Washington Township,Burlington,2022,ACE,"3,182,241","2,621,019","261,633","16,965","6,081,858",NJNG,"117,211","142,008",CWC,NDA,"259,219"
Westampton Township,Burlington,2016,PSEG,"34,409,308","65,430,679","7,820,210","542,522","108,202,719",PSEG,"1,702,610","1,598,748","301,897",NDA,"3,603,255"
Westampton Township,Burlington,2017,PSEG,"33,163,167","69,089,937","7,595,449","449,771","110,298,324",PSEG,"1,810,626","1,762,159","310,939",NDA,"3,883,724"
Westampton Township,Burlington,2018,PSEG,"35,558,592","76,684,089","5,579,446","559,209","118,381,336",PSEG,"2,077,768","2,181,249","238,622",NDA,"4,497,638"
Westampton Township,Burlington,2019,PSEG,"34,261,405","76,852,088","5,161,570","571,962","116,847,025",PSEG,"1,992,671","2,098,159","223,013",NDA,"4,313,844"
Westampton Township,Burlington,2020,PSEG,"33,591,661","72,568,668","4,704,329","574,130","111,438,788",PSEG,"1,792,056","1,862,059","208,108",NDA,"3,862,223"
Westampton Township,Burlington,2021,PSEG,"34,120,212","72,294,057","4,009,535","562,675","110,986,479",PSEG,"1,932,923","2,056,081","204,757",NDA,"4,193,762"
Westampton Township,Burlington,2022,PSEG,"32,870,547","74,036,266","5,541,954","581,666","113,030,433",PSEG,"1,927,632","2,146,219","189,768",NDA,"4,263,618"
WillingBorough Township,Burlington,2016,PSEG,"98,958,271","53,540,538","1,303,950","2,159,212","155,961,971",PSEG,"10,146,896","1,710,351","13,774",NDA,"11,871,021"
WillingBorough Township,Burlington,2017,PSEG,"92,923,152","53,433,293","1,850,779","2,241,592","150,448,816",PSEG,"10,532,008","1,745,316","13,118",NDA,"12,290,441"
WillingBorough Township,Burlington,2018,PSEG,"97,330,270","52,488,115","1,129,985","2,153,602","153,101,972",PSEG,"12,116,550","2,035,673","16,825",NDA,"14,169,048"
WillingBorough Township,Burlington,2019,PSEG,"92,256,687","49,934,109","1,056,730","2,153,881","145,401,407",PSEG,"11,311,568","1,823,556","27,564",NDA,"13,162,688"
WillingBorough Township,Burlington,2020,PSEG,"94,875,741","47,368,438","1,112,041","2,137,944","145,494,164",PSEG,"10,659,651","1,648,040","23,363",NDA,"12,331,054"
WillingBorough Township,Burlington,2021,PSEG,"96,346,464","45,186,781","1,136,349","2,145,372","144,814,966",PSEG,"11,364,632","1,636,227","25,629",NDA,"13,026,488"
WillingBorough Township,Burlington,2022,PSEG,"92,989,042","46,410,676","1,016,627","2,143,291","142,559,636",PSEG,"11,408,865","1,669,792","29,093",NDA,"13,107,749"
Woodland Township,Burlington,2016,JCPL/ACE,"4,781,579","2,278,360",162,"34,583","7,094,684",PSEG/SJG,NDA,"357,858",NDA,NDA,"357,858"
Woodland Township,Burlington,2017,JCPL/ACE,"4,532,846","2,169,314",93,"34,823","6,737,076",PSEG/SJG,NDA,"399,983",NDA,NDA,"399,983"
Woodland Township,Burlington,2018,JCPL/ACE,"6,493,465","10,756,423",301,"64,353","17,314,542",PSEG/SJG,NDA,"448,956",NDA,NDA,"448,956"
Woodland Township,Burlington,2019,JCPL/ACE,"6,260,985","10,349,223",431,"62,808","16,673,447",PSEG/SJG,214,NDA,NDA,NDA,214
Woodland Township,Burlington,2020,JCPL/ACE,"6,362,458","9,827,896",302,"62,040","16,252,696",PSEG/SJG,"1,848","325,786",NDA,NDA,"327,634"
Woodland Township,Burlington,2021,JCPL/ACE,"6,696,442","9,907,060",149,"62,449","16,666,100",PSEG/SJG,"2,994","346,659",NDA,NDA,"349,652"
Woodland Township,Burlington,2022,JCPL/ACE,"6,694,151","9,672,110",46,"34,821","16,401,128",PSEG/SJG,"2,179","369,129",NDA,NDA,"371,308"
Wrightstown Borough,Burlington,2016,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG,"109,478","415,807","6,702",NDA,"531,986"
Wrightstown Borough,Burlington,2017,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG,"117,248","619,630","6,699",NDA,"743,577"
Wrightstown Borough,Burlington,2018,JCPL,"3,669,620","9,459,248","2,939,141","97,992","16,166,001",PSEG,"130,758","683,932","6,347",NDA,"821,037"
Wrightstown Borough,Burlington,2019,JCPL,"3,556,429","9,213,434","3,209,618","97,992","16,077,473",PSEG,"130,819","655,931","6,524",NDA,"793,274"
Wrightstown Borough,Burlington,2020,JCPL,"3,674,351","8,487,354","4,447,319","97,992","16,707,016",PSEG,"117,250","670,808","5,699",NDA,"793,756"
Wrightstown Borough,Burlington,2021,JCPL,"3,780,277","9,164,666","4,856,807","96,840","17,898,590",PSEG,"125,339","622,687","7,235",NDA,"755,261"
Wrightstown Borough,Burlington,2022,JCPL,"3,793,175","9,394,829","3,393,009",NDA,"16,581,013",PSEG,"122,409","647,683","7,032",NDA,"777,124"
Audubon Borough,Camden,2016,PSEG,"29,599,862","22,550,113","107,257","385,941","52,643,173",PSEG,"2,348,922","934,362","14,881",NDA,"3,298,166"
Audubon Borough,Camden,2017,PSEG,"27,972,784","22,959,740","99,611","371,778","51,403,913",PSEG,"2,318,137","1,023,711","13,948",NDA,"3,355,796"
Audubon Borough,Camden,2018,PSEG,"30,054,121","25,148,715","100,278","418,566","55,721,680",PSEG,"2,762,056","1,127,690","16,241",NDA,"3,905,987"
Audubon Borough,Camden,2019,PSEG,"28,769,429","24,507,476","101,617","387,091","53,765,613",PSEG,"2,621,218","1,053,051","14,776",NDA,"3,689,045"
Audubon Borough,Camden,2020,PSEG,"29,367,624","23,123,076","83,665","383,090","52,957,455",PSEG,"2,326,222","899,024","13,859",NDA,"3,239,105"
Audubon Borough,Camden,2021,PSEG,"29,564,402","22,479,446","97,967","376,004","52,517,819",PSEG,"2,487,276","950,149","14,182",NDA,"3,451,607"
Audubon Borough,Camden,2022,PSEG,"29,046,965","23,346,713","91,806","366,799","52,852,283",PSEG,"2,534,992","1,020,820","14,063",NDA,"3,569,875"
Audubon Park Borough,Camden,2016,PSEG,NDA,NDA,NDA,"2,500","2,500",NDA,NDA,NDA,NDA,NDA,NDA
Audubon Park Borough,Camden,2017,PSEG,NDA,NDA,NDA,"2,441","2,441",NDA,NDA,NDA,NDA,NDA,NDA
Audubon Park Borough,Camden,2018,PSEG,NDA,NDA,NDA,"2,500","2,500",NDA,NDA,NDA,NDA,NDA,NDA
Audubon Park Borough,Camden,2019,PSEG,NDA,NDA,NDA,"2,499","2,499",NDA,NDA,NDA,NDA,NDA,NDA
Audubon Park Borough,Camden,2020,PSEG,NDA,NDA,NDA,"2,517","2,517",NDA,NDA,NDA,NDA,NDA,NDA
Audubon Park Borough,Camden,2021,PSEG,NDA,NDA,NDA,"2,501","2,501",NDA,NDA,NDA,NDA,NDA,NDA
Audubon Park Borough,Camden,2022,PSEG,NDA,NDA,NDA,"2,502","2,502",NDA,NDA,NDA,NDA,NDA,NDA
Barrington Borough,Camden,2016,PSEG,"23,151,835","21,601,177","194,496","428,010","45,375,518",PSEG/SJG,"1,607,855","1,044,026","641,406",NDA,"3,293,287"
Barrington Borough,Camden,2017,PSEG,"21,915,579","21,193,551","171,138","461,426","43,741,694",PSEG/SJG,"1,574,545","1,058,885","629,860",NDA,"3,263,290"
Barrington Borough,Camden,2018,PSEG,"23,174,250","20,100,504","252,343","514,693","44,041,790",PSEG/SJG,"1,859,561","1,148,146","726,470",NDA,"3,734,176"
Barrington Borough,Camden,2019,PSEG,"22,682,134","20,157,145","232,287","480,985","43,552,551",PSEG/SJG,"1,774,336","974,662","832,085",NDA,"3,581,083"
Barrington Borough,Camden,2020,PSEG,"23,008,191","19,508,007","210,062","480,735","43,206,995",PSEG/SJG,"1,578,448","897,608","713,611",NDA,"3,189,668"
Barrington Borough,Camden,2021,PSEG,"23,450,193","19,055,246","211,597","476,105","43,193,141",PSEG/SJG,"1,720,428","920,667","730,446",NDA,"3,371,541"
Barrington Borough,Camden,2022,PSEG,"23,029,562","19,867,526","205,044","483,140","43,585,272",PSEG/SJG,"1,766,220","959,649","761,065",NDA,"3,486,933"
Bellmawr Borough,Camden,2016,PSEG,"36,840,636","56,447,207","7,456,028","640,607","101,384,478",PSEG,"2,701,825","2,809,124","744,338",NDA,"6,255,286"
Bellmawr Borough,Camden,2017,PSEG,"34,250,625","54,917,117","7,220,303","635,571","97,023,616",PSEG,"2,652,419","3,059,718","554,535",NDA,"6,266,673"
Bellmawr Borough,Camden,2018,PSEG,"36,718,769","50,111,296","13,829,316","654,339","101,313,720",PSEG,"3,004,297","3,130,018","674,185",NDA,"6,808,500"
Bellmawr Borough,Camden,2019,PSEG,"35,453,213","51,914,351","15,748,755","657,302","103,773,621",PSEG,"2,842,167","3,790,757","624,745",NDA,"7,257,669"
