OBJECTID,GEOID,POVUNIVERSE,POPUNDER2XPOV,LOW_INCOME_PCT,TOTALPOP,NONHISPWHITE,TOTALMINORITY,MINORITY_PCT,TOTHH,TOTLANGUAGEISO,PCTLINGUAGEISO,OVERBURDENED_COMMUNITY_CRITERI,BG_TRIBAL,GEOID_COUNTYSUBDIVISION,COUNTY,NAME,MUN_CODE,SPLIT_BG,SPLIT_MUN,GLOBALID,Shape__Area,Shape__Length
106,340030032001,806,68,8.43672457,806,231,575,71.33995037,403,35,8.68486352,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,dbddf21a-51e6-4522-b3ec-278bbbe6b9ac,3276305.38186646,8769.16097270612
107,340030032002,1531,508,33.1809275,1531,343,1188,77.59634226,461,30,6.50759219,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,fc07d309-e025-4fa3-985d-e51c436b9e89,2326113.63076782,6532.29082826381
108,340030032003,894,165,18.45637584,894,184,710,79.41834452,296,98,33.10810811,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,1b193f7a-5779-469d-b6b9-e1680ca66bd4,2237996.84466553,6024.76687781154
109,340030032005,666,143,21.47147147,666,167,499,74.92492492,272,43,15.80882353,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,ad59e573-4886-4ad4-9d2d-c5cc386fbb3b,2551084.52258301,8379.23961357544
110,340030033001,1677,44,2.62373286,1677,416,1261,75.19379845,431,21,4.87238979,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,7de4062a-e68b-4fad-b339-55954af32178,4244167.25308228,8501.27352621206
111,340030033002,790,102,12.91139241,790,280,510,64.55696203,368,0,0,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,a4d3033b-8855-498b-aeb7-42b38d5d4037,2578383.4425354,6717.47044120863
112,340030034012,1704,193,11.32629108,1704,896,808,47.41784038,479,8,1.67014614,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,17a758f4-684f-4f4f-b094-9113552fe339,4484261.23486328,9341.42408681358
113,340030034021,706,139,19.68838527,706,242,464,65.7223796,214,0,0,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,7935ee0c-50cf-4702-bc45-676c7e711b4e,3758587.32678223,9800.85992680686
114,340030034022,807,35,4.33705081,807,331,476,58.98389095,219,13,5.93607306,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,cd8bd27a-81ff-42fb-9f0f-b1c4ae7a63bb,3049499.55770874,7255.29174955858
115,340030040022,1641,793,48.32419257,1641,220,1421,86.59354052,482,10,2.0746888,Low Income and Minority,Block group,3400306490,BERGEN,Bogota Borough,0204,Not a split block group,Not Applicable,5944f768-88f9-4486-bf41-fe0b93b69631,2746555.256073,7998.28739446228
116,340030062012,988,156,15.78947368,988,384,604,61.13360324,467,90,19.27194861,Minority,Block group,3400313570,BERGEN,Cliffside Park Borough,0206,Not a split block group,Not Applicable,decb3d3a-b947-414f-a034-c2d38aacdf8e,1360759.73806763,6043.11504678636
117,340030062013,778,333,42.80205656,778,197,581,74.67866324,431,180,41.76334107,"Low Income, Minority, and Limited English",Block group,3400313570,BERGEN,Cliffside Park Borough,0206,Not a split block group,Not Applicable,6dcdc02b-a761-43c6-8e5b-23934c8ed9fa,692917.898223877,4607.70753951662
118,340030070011,1935,91,4.70284238,1935,1131,804,41.5503876,583,16,2.74442539,Minority,Block group,3400313810,BERGEN,Closter Borough,0207,Not a split block group,Not Applicable,d386e044-2df2-45bb-95ac-af72ef84266b,20899056.3495789,28325.7015213193
119,340030070012,2120,371,17.5,2194,1158,1036,47.21969006,689,41,5.95065312,Minority,Block group,3400313810,BERGEN,Closter Borough,0207,Not a split block group,Not Applicable,1bc54b12-96d7-4de5-a9fc-cc317a8aa73c,20918869.0724487,20462.6256033238
120,340030080022,1436,27,1.88022284,1436,795,641,44.63788301,486,32,6.58436214,Minority,Block group,3400315820,BERGEN,Cresskill Borough,0208,Not a split block group,Not Applicable,eace1ae7-223f-489e-9c65-0b17f5168c59,6044442.70697021,10393.8382963135
121,340030103003,885,175,19.7740113,921,535,386,41.91096634,338,0,0,Minority,Block group,3400318400,BERGEN,Dumont Borough,0210,Not a split block group,Not Applicable,9811ef63-7445-4b5c-82e5-39c4c027fdbb,5535174.18823242,12796.4412285873
122,340030112003,1011,168,16.61721068,1011,563,448,44.31256182,397,50,12.59445844,Minority,Block group,3400321300,BERGEN,Elmwood Park Borough,0211,Not a split block group,Not Applicable,72810ec9-bcf1-4dc0-b358-5386bea0f5a7,3614216.4510498,8362.71224898701
123,340030114001,2051,179,8.72745002,2051,1035,1016,49.53681131,592,138,23.31081081,Minority,Block group,3400321300,BERGEN,Elmwood Park Borough,0211,Not a split block group,Not Applicable,4d600f45-3d79-47ac-bd2c-88c730eaf32b,3638921.63391113,8449.45501363032
124,340030114003,1908,435,22.79874214,1908,1070,838,43.92033543,697,33,4.73457676,Minority,Block group,3400321300,BERGEN,Elmwood Park Borough,0211,Not a split block group,Not Applicable,a4ae70d2-e6f6-4251-a4c0-bedc980aa50c,8289378.8838501,12246.4942396865
125,340030114005,828,94,11.352657,828,402,426,51.44927536,328,35,10.67073171,Minority,Block group,3400321300,BERGEN,Elmwood Park Borough,0211,Not a split block group,Not Applicable,a4828a91-6efc-42f6-8391-7c4358d2ad31,4203377.26098633,9501.22377057155
126,340030130023,955,398,41.67539267,956,87,869,90.89958159,395,27,6.83544304,Low Income and Minority,Block group,3400320020,BERGEN,Edgewater Borough,0213,Not a split block group,Not Applicable,3960a306-aa38-486f-9476-9832b98297bf,1812391.80963135,9958.60090719309
127,340030140001,735,10,1.36054422,735,347,388,52.78911565,225,0,0,Minority,Block group,3400321450,BERGEN,Emerson Borough,0214,Not a split block group,Not Applicable,2aad0dbb-281b-4f88-8bd8-2eb2060f9496,26357985.1940308,32686.229537403
128,340030153001,1866,278,14.89817792,1866,0,1866,100,540,0,0,Minority,Block group,3400321480,BERGEN,Englewood City,0215,Not a split block group,Not Applicable,645f17a9-6608-40d5-a41b-561cd92bd84f,4335023.28982544,11722.8539590641
129,340030153002,1413,472,33.40410474,1413,101,1312,92.85208776,383,91,23.75979112,Minority,Block group,3400321480,BERGEN,Englewood City,0215,Not a split block group,Not Applicable,00249b9c-d8c9-475e-9645-bfc152f39f36,3164452.40597534,8322.98072070824
130,340030153003,1706,386,22.62602579,1706,103,1603,93.96248535,709,0,0,Minority,Block group,3400321480,BERGEN,Englewood City,0215,Not a split block group,Not Applicable,d8d2d317-12a0-4092-8cf0-ef84ddf38852,5404820.29351807,13761.2380850531
131,340030153004,830,460,55.42168675,830,0,830,100,431,0,0,Low Income and Minority,Block group,3400321480,BERGEN,Englewood City,0215,Not a split block group,Not Applicable,fafa65b9-b750-4349-97b5-75c926d500c9,4356740.89801025,8141.89239979276
132,340030155001,706,0,0,706,363,343,48.58356941,306,0,0,Minority,Block group,3400321480,BERGEN,Englewood City,0215,Not a split block group,Not Applicable,aa24b42f-4993-450f-b702-8f56425d8a1c,18397901.4815674,20689.4880770595
133,340030155004,1706,865,50.70339977,1761,1607,154,8.74503123,547,0,0,Low Income,Block group,3400321480,BERGEN,Englewood City,0215,Not a split block group,Not Applicable,ef94f70b-bbe2-441c-80d1-054a6a8994c0,6788267.72409058,13452.155495473
134,340030160005,554,61,11.01083032,554,161,393,70.93862816,269,19,7.06319703,Minority,Block group,3400321510,BERGEN,Englewood Cliffs Borough,0216,Not a split block group,Not Applicable,f09a9053-fd0c-47e4-a3d8-63ce947cb2ba,10564463.7731018,17834.61309147
135,340030160006,1153,261,22.63660017,1153,586,567,49.17606245,396,81,20.45454545,Minority,Block group,3400321510,BERGEN,Englewood Cliffs Borough,0216,Not a split block group,Not Applicable,5c03e613-c876-4f52-8ad5-d27e179a7de6,59295584.8232117,43110.5835232798
136,340019834001,25,14,56,2821,1745,1076,38.14250266,8,0,0,Low Income,Block group,3400125560,ATLANTIC,Galloway Township,0111,Not a split block group,Not Applicable,3fce6105-fb5c-4c53-bf79-d176f62e5c60,80590338.2193069,41566.1310938311
137,340030021002,734,32,4.35967302,734,417,317,43.1880109,262,15,5.72519084,Minority,Block group,3400301090,BERGEN,Alpine Borough,0202,Not a split block group,Not Applicable,1c4494fb-acec-41b9-995b-577f72f6cd45,223744004.880493,83322.9792255836
138,340030022001,1671,120,7.18132855,1671,813,858,51.3464991,570,15,2.63157895,Minority,Block group,3400353430,BERGEN,Northvale Borough,0240,Not a split block group,Not Applicable,b4175b18-832e-41a9-ad7f-5e4036dd3008,7632537.28515625,12929.1443752589
139,340030023002,1936,115,5.94008264,1936,964,972,50.20661157,681,152,22.32011747,Minority,Block group,3400353610,BERGEN,Norwood Borough,0241,Not a split block group,Not Applicable,86a79bdf-5caf-4455-944f-35c7869dda11,42246780.5821228,30808.2644333509
140,340030031002,916,103,11.24454148,916,234,682,74.45414847,273,10,3.66300366,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,948bf0dc-d265-40cb-a5a1-8549584bd46e,2322599.56689453,6448.03444429934
141,340030023003,1590,165,10.37735849,1590,883,707,44.46540881,589,10,1.69779287,Minority,Block group,3400353610,BERGEN,Norwood Borough,0241,Not a split block group,Not Applicable,09ab8a0e-df67-4223-9508-20cd51093627,17852438.0541382,21380.0259117389
142,340030031001,1091,31,2.84142988,1091,322,769,70.48579285,317,6,1.89274448,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,cf273f26-3665-4f1a-bfb8-1b8a28d2357d,2359263.32562256,7299.3456232113
143,340030050002,1083,55,5.07848569,1083,549,534,49.30747922,527,9,1.70777989,Minority,Block group,3400310480,BERGEN,Carlstadt Borough,0205,Not a split block group,Not Applicable,ab706d79-68c2-444a-a876-9549f67af0aa,2446066.62277222,6895.13897196705
144,340030031005,1414,146,10.32531825,1414,579,835,59.0523338,573,39,6.80628272,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,1067d447-ccbd-4cc4-9f64-a5d203e117ac,3024981.75366211,7989.58672300359
145,340030032004,937,55,5.86979723,937,81,856,91.35538954,373,10,2.68096515,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,5263090d-556e-4bdd-a25c-d3d4a4307c1e,2964587.99099731,9626.00447751117
146,340030033003,1205,214,17.7593361,1205,579,626,51.95020747,338,0,0,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,6ad31331-3bd8-4d78-8e20-46fc4027a972,2843927.48464966,7214.12569453812
147,340030033004,954,15,1.57232704,954,551,403,42.24318658,261,0,0,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,81c1a358-edb3-43a5-9c70-a4bb1122a544,2604523.12835693,6901.01339969589
148,340030033005,1057,96,9.08230842,1057,257,800,75.6859035,357,36,10.08403361,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,f7d6f9a9-c34f-4a94-a5d0-08353324b942,4427299.34121704,9313.61315486033
149,340030033006,1608,275,17.10199005,1608,88,1520,94.52736318,533,0,0,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,6011fbac-f2ab-4ee6-bd3c-c7a7fb3ce0fd,2725810.47494507,6905.58986565658
150,340030034011,1079,213,19.74050046,1079,470,609,56.44114921,334,27,8.08383234,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,42f441f0-452a-40db-9cbe-e2d69debe172,3645291.66299438,11347.6363388692
151,340030035001,1309,188,14.36210848,1309,241,1068,81.58899924,435,52,11.95402299,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,41052fb7-f071-4be7-a7d4-7a6e52da7dbd,10621594.2929688,14008.2525115071
152,340030035002,1903,1256,66.00105097,1939,105,1834,94.58483755,823,232,28.18955043,Low Income and Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,f326ce8e-0c21-4480-b56d-ddd0670bee3d,1908382.25396729,5670.68154335089
153,340030035003,884,295,33.37104072,884,439,445,50.33936652,312,0,0,Minority,Block group,3400305170,BERGEN,Bergenfield Borough,0203,Not a split block group,Not Applicable,250c516c-c1fe-4d32-8a29-964c731e67c9,2832229.94595337,10063.4602707686
154,340030040011,1723,475,27.56819501,1729,615,1114,64.43030654,589,46,7.8098472,Minority,Block group,3400306490,BERGEN,Bogota Borough,0204,Not a split block group,Not Applicable,5a717c17-eb58-4751-8536-d2172725e6b7,6116511.64559937,10764.0703487538
155,340030040023,906,117,12.91390728,906,372,534,58.94039735,393,55,13.99491094,Minority,Block group,3400306490,BERGEN,Bogota Borough,0204,Not a split block group,Not Applicable,f4cb33c9-0950-47c6-809f-f7b06e4402f9,2648351.80990601,10028.1898128704
156,340030062021,2022,225,11.12759644,2022,672,1350,66.76557864,650,93,14.30769231,Minority,Block group,3400313570,BERGEN,Cliffside Park Borough,0206,Not a split block group,Not Applicable,c2408729-4942-4754-9cd6-338585e6c9e6,1437848.44418335,5392.65046104374
157,340030040012,2113,564,26.69190724,2113,530,1583,74.91717937,641,18,2.80811232,Minority,Block group,3400306490,BERGEN,Bogota Borough,0204,Not a split block group,Not Applicable,a28884af-116b-4d08-9b6c-1b341cebb787,3296795.88345337,7467.10263537412
158,340030040021,1575,407,25.84126984,1575,426,1149,72.95238095,514,42,8.17120623,Minority,Block group,3400306490,BERGEN,Bogota Borough,0204,Not a split block group,Not Applicable,3fabd84a-b68c-47fd-8e44-b0b8e0ba5385,2582432.29916382,7982.89538852056
159,340030040024,1146,76,6.63176265,1146,362,784,68.41186736,506,27,5.33596838,Minority,Block group,3400306490,BERGEN,Bogota Borough,0204,Not a split block group,Not Applicable,198a420b-e58e-4628-b3fa-739e565a5e72,4816996.37435913,12034.0779754527
160,340030062022,929,52,5.59741658,929,516,413,44.45640474,558,52,9.31899642,Minority,Block group,3400313570,BERGEN,Cliffside Park Borough,0206,Not a split block group,Not Applicable,e0b23291-1d85-471a-902c-30dbf936bd6e,343076.316955566,3390.13819329287
161,340030050004,955,346,36.23036649,960,414,546,56.875,513,0,0,Low Income and Minority,Block group,3400310480,BERGEN,Carlstadt Borough,0205,Not a split block group,Not Applicable,c7209806-e0ab-4e7d-a65e-ce3220ed8c88,2985817.65856934,8309.12682362558
162,340030152003,589,244,41.42614601,636,157,479,75.31446541,336,84,25,Low Income and Minority,Block group,3400321480,BERGEN,Englewood City,0215,Not a split block group,Not Applicable,57ed7f44-45c1-4403-8f21-cf21fe940b04,3554981.40890503,8173.13819930526
163,340030160004,743,198,26.6487214,752,251,501,66.62234043,245,9,3.67346939,Minority,Block group,3400321510,BERGEN,Englewood Cliffs Borough,0216,Not a split block group,Not Applicable,dcf6eed0-9fb8-44d2-9d05-739aa661ee12,4234720.6734314,9742.3269721487
164,340030063013,1776,1009,56.81306306,1776,688,1088,61.26126126,656,161,24.54268293,Low Income and Minority,Block group,3400313570,BERGEN,Cliffside Park Borough,0206,Not a split block group,Not Applicable,904492d3-a149-4737-816b-f465de1f73c3,990011.412139893,4608.14495023348
165,340030061012,1197,408,34.08521303,1197,350,847,70.76023392,432,46,10.64814815,Minority,Block group,3400313570,BERGEN,Cliffside Park Borough,0206,Not a split block group,Not Applicable,971349b7-5c05-42e9-a0ba-b840e86196e0,625612.150146484,3236.65398391663
166,340030061013,1508,350,23.20954907,1527,759,768,50.29469548,582,104,17.86941581,Minority,Block group,3400313570,BERGEN,Cliffside Park Borough,0206,Not a split block group,Not Applicable,e72ff16b-9b8f-4436-b914-c3049e4afdd2,1206944.33227539,4769.62479810868
167,340030130042,1856,111,5.98060345,1856,935,921,49.62284483,947,73,7.70855333,Minority,Block group,3400320020,BERGEN,Edgewater Borough,0213,Not a split block group,Not Applicable,4b0eb6c9-2c7a-40e6-af46-dc69fab137c1,2549541.03253174,8735.43103091914
168,340030061014,743,233,31.35935397,743,177,566,76.17765814,295,40,13.55932203,Minority,Block group,3400313570,BERGEN,Cliffside Park Borough,0206,Not a split block group,Not Applicable,05969e51-d809-4aef-838f-6811a7746181,1358473.92855835,4874.71164275943
169,340030130043,555,0,0,555,156,399,71.89189189,303,0,0,Minority,Block group,3400320020,BERGEN,Edgewater Borough,0213,Not a split block group,Not Applicable,840c3646-0d7c-46e6-97f4-4e9918b3e6c9,2130338.82028198,13392.5880957939
170,340030061021,1365,71,5.2014652,1365,488,877,64.24908425,373,8,2.14477212,Minority,Block group,3400313570,BERGEN,Cliffside Park Borough,0206,Not a split block group,Not Applicable,ac0a9b30-8093-41cb-8c3b-6c3856d085f3,1762683.15054321,6495.05176674744
171,340030061023,1134,281,24.77954145,1134,345,789,69.57671958,456,78,17.10526316,Minority,Block group,3400313570,BERGEN,Cliffside Park Borough,0206,Not a split block group,Not Applicable,3b178c68-b204-48e5-85a7-14090c67e80d,820579.114044189,3829.49576919864
172,340030062011,1809,342,18.90547264,1902,1009,893,46.95057834,561,10,1.78253119,Minority,Block group,3400313570,BERGEN,Cliffside Park Borough,0206,Not a split block group,Not Applicable,81e2256d-24ea-4b7c-bed6-688b3478a90e,1277944.28683472,4678.68120221226
173,340030063011,1199,467,38.94912427,1199,283,916,76.3969975,515,204,39.61165049,Low Income and Minority,Block group,3400313570,BERGEN,Cliffside Park Borough,0206,Not a split block group,Not Applicable,11150fe6-e25d-4061-9487-32aef19c474c,1357783.34057617,4935.6526250837
174,340030063012,1486,324,21.80349933,1499,501,998,66.57771848,600,83,13.83333333,Minority,Block group,3400313570,BERGEN,Cliffside Park Borough,0206,Not a split block group,Not Applicable,bc8f9550-a1f5-4e0c-be99-630e6f6a9371,1070996.97793579,4889.04559887307
175,340030063024,1150,763,66.34782609,1150,400,750,65.2173913,487,84,17.24845996,Low Income and Minority,Block group,3400313570,BERGEN,Cliffside Park Borough,0206,Not a split block group,Not Applicable,ede8e994-ccfd-41b0-8f06-7d3ba569007d,1018050.32736206,6514.3889081457
176,340030063022,1492,333,22.31903485,1492,489,1003,67.22520107,690,96,13.91304348,Minority,Block group,3400313570,BERGEN,Cliffside Park Borough,0206,Not a split block group,Not Applicable,49081d13-618a-4587-bd9f-9fa6251d2d92,1010586.01379395,7223.24519973587
